,FRC 0.5y,FRC 1y,FRC 1.5y,FRC 2y,FRC 3y,FRC 4y,FRC 5y,FRC 6y,FRC 7y,FRC 8y
2022-05-26 00:00:00,115.69336531591145,123.6528955213106,127.17327824596086,132.01711900111374,144.7385771681467,157.70815037417137,169.34033394290194,178.67289127354394,188.02802218457578,196.518906694824
2022-05-27 00:00:00,115.71740003415954,123.66409416153246,127.14697624991078,131.93921716761525,144.4927799088737,157.35255593055845,169.12986974890316,178.42039975851662,187.7321826142678,196.17832075176779
2022-05-30 00:00:00,115.66268329889205,123.54392929319835,126.95821114554232,131.69274547458602,144.18430921887872,156.96172487737186,168.47709299737576,177.6756196108286,186.84989212746797,195.28515115388208
2022-05-31 00:00:00,115.63300427938977,123.44833753648828,126.78653828889554,131.45440223801717,143.8193361599112,156.4465016064181,167.83765679809312,177.10960458125504,186.4378482797344,194.7646553200316
2022-06-01 00:00:00,115.59806822767442,123.36983711032863,126.66261132586561,131.27222319615532,143.50930949936284,155.98439299460725,167.19838230550835,176.36348187614195,185.66287950182735,193.82465363712924
2022-06-02 00:00:00,115.60781300451808,123.4000463721875,126.71627402286056,131.35848966967743,143.66490251905347,156.25421048141385,167.6560417414012,177.01145686488465,186.53089567945733,194.88155205613498
2022-06-03 00:00:00,115.62793025294378,123.40057603762028,126.6850173431846,131.32332477852415,143.62514278132593,156.14709199688815,167.44272925409547,176.75183043739008,186.22567759406218,194.53307142900135
2022-06-06 00:00:00,115.59308088926171,123.3224386742503,126.56178442823627,131.14166080301115,143.27991591257143,155.5549316293609,166.63178301791572,175.80394267856485,185.14650468120584,193.35290709455268
2022-06-07 00:00:00,115.60735111218355,123.34526184749028,126.59117577277716,131.15609838884,143.3055596401814,155.7226320293623,166.82683341944414,175.94428254340812,185.53435190108837,194.03775116580712
2022-06-08 00:00:00,115.60198862817943,123.30329439160707,126.50342977373266,131.00717086798272,143.01047353964847,155.27775256876274,166.28432237859636,175.3277171596518,184.8025285598054,193.198882450334
2022-06-09 00:00:00,115.6016881122926,123.27319008994974,126.43476320676602,130.9219735058088,142.85308773322672,155.05068248160737,166.0671000763603,175.0671178834661,184.49009209765708,192.71829727038642
2022-06-10 00:00:00,115.50784082312835,122.98681318414236,125.92842440433253,130.24640915084981,141.83048732194086,153.77200342107906,164.62999675254957,173.5261598690343,183.14106940455937,190.97721052763865
